searching a(1), a(2), ... with 10 thread(s); Ctrl-C to stop
a(11):  10.3%  9.27G/90.00G  376.61M/s  ETA 0:03:34  elapsed 0:00:25  best -        
a(11):  10.4%  9.37G/90.00G  376.79M/s  ETA 0:03:34  elapsed 0:00:25  best -        
a(11):  10.5%  9.47G/90.00G  376.86M/s  ETA 0:03:34  elapsed 0:00:25  best -        
a(11):  10.6%  9.56G/90.00G  376.61M/s  ETA 0:03:34  elapsed 0:00:25  best -        
a(11):  10.7%  9.66G/90.00G  376.50M/s  ETA 0:03:33  elapsed 0:00:26  best -        
a(11):  10.8%  9.76G/90.00G  376.75M/s  ETA 0:03:33  elapsed 0:00:26  best -        
a(11):  10.9%  9.85G/90.00G  376.68M/s  ETA 0:03:33  elapsed 0:00:26  best -        
a(11):  11.1%  9.95G/90.00G  376.79M/s  ETA 0:03:32  elapsed 0:00:26  best -        
a(11):  11.2%  10.05G/90.00G  377.05M/s  ETA 0:03:32  elapsed 0:00:27  best -        
a(11):  11.3%  10.15G/90.00G  377.16M/s  ETA 0:03:32  elapsed 0:00:27  best -        
a(11):  11.4%  10.25G/90.00G  377.26M/s  ETA 0:03:31  elapsed 0:00:27  best -        
a(11):  11.5%  10.35G/90.00G  377.30M/s  ETA 0:03:31  elapsed 0:00:27  best -        
a(11):  11.6%  10.45G/90.00G  377.55M/s  ETA 0:03:31  elapsed 0:00:28  best -        
a(11):  11.7%  10.55G/90.00G  377.58M/s  ETA 0:03:30  elapsed 0:00:28  best -        
a(11):  11.8%  10.65G/90.00G  377.75M/s  ETA 0:03:30  elapsed 0:00:28  best -        
a(11):  11.9%  10.75G/90.00G  377.72M/s  ETA 0:03:30  elapsed 0:00:28  best -        
a(11):  12.1%  10.85G/90.00G  377.79M/s  ETA 0:03:30  elapsed 0:00:29  best -        
a(11):  12.2%  10.94G/90.00G  377.81M/s  ETA 0:03:29  elapsed 0:00:29  best -        
a(11):  12.3%  11.05G/90.00G  378.03M/s  ETA 0:03:29  elapsed 0:00:29  best -        
a(11):  12.4%  11.14G/90.00G  378.11M/s  ETA 0:03:29  elapsed 0:00:29  best -        
a(11):  12.5%  11.24G/90.00G  378.17M/s  ETA 0:03:28  elapsed 0:00:30  best -        
a(11):  12.6%  11.34G/90.00G  378.26M/s  ETA 0:03:28  elapsed 0:00:30  best -        
a(11):  12.7%  11.44G/90.00G  378.29M/s  ETA 0:03:28  elapsed 0:00:30  best -        
a(11):  12.8%  11.54G/90.00G  378.32M/s  ETA 0:03:27  elapsed 0:00:30  best -        
a(11):  12.9%  11.63G/90.00G  378.39M/s  ETA 0:03:27  elapsed 0:00:31  best -        
a(11):  13.0%  11.73G/90.00G  378.42M/s  ETA 0:03:27  elapsed 0:00:31  best -        
a(11):  13.1%  11.83G/90.00G  378.39M/s  ETA 0:03:27  elapsed 0:00:31  best -        
a(11):  13.2%  11.92G/90.00G  378.32M/s  ETA 0:03:26  elapsed 0:00:32  best -        
a(11):  13.4%  12.03G/90.00G  378.51M/s  ETA 0:03:26  elapsed 0:00:32  best -        
a(11):  13.5%  12.13G/90.00G  378.60M/s  ETA 0:03:26  elapsed 0:00:32  best -        
a(11):  13.6%  12.23G/90.00G  378.63M/s  ETA 0:03:25  elapsed 0:00:32  best -        
a(11):  13.7%  12.32G/90.00G  378.68M/s  ETA 0:03:25  elapsed 0:00:33  best -        
a(11):  13.8%  12.43G/90.00G  378.77M/s  ETA 0:03:25  elapsed 0:00:33  best -        
a(11):  13.9%  12.52G/90.00G  378.77M/s  ETA 0:03:25  elapsed 0:00:33  best -        
a(11):  14.0%  12.62G/90.00G  378.84M/s  ETA 0:03:24  elapsed 0:00:33  best -        
a(11):  14.1%  12.72G/90.00G  378.93M/s  ETA 0:03:24  elapsed 0:00:34  best -        
a(11):  14.2%  12.82G/90.00G  379.07M/s  ETA 0:03:24  elapsed 0:00:34  best -        
a(11):  14.4%  12.92G/90.00G  379.09M/s  ETA 0:03:23  elapsed 0:00:34  best -        
